"Jelentés kezdete","Jelentés vége","Hirdetés neve",Hirdetésmegjelenítés,Eredmények,"Eredmény jelzése","Eredményenkénti költség","Hirdetéssorozat költségkerete","Hirdetéssorozat költségkeretének típusa","Elköltött összeg (HUF)",Megjelenések,Elérés,Gyakoriság,"CPM (1000 megjelenésre jutó költség) (HUF)",Vásárlások,Vége,"Hozzárendelés beállítása",Licitösszeg,Licittípus,"A legutóbbi jelentős módosítás","Minőségi rangsorolás","Aktivitási arányszám szerinti rangsorolás","Konverziós arány szerinti rangsorolás","Hirdetéssorozat neve","Vásárlási hirdetésmegtérülés (ROAS)"  
2023-06-17,2026-07-17,"royal1 copy 6",active,,,,1000,Napi,8762,7411,3970,1.866751,1182.296586,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-07T11:46:35+0200,Átlagos,–,–,"10 fős hajós élmény",  
2023-06-17,2026-07-17,"royal1 copy 7",active,,,,1000,Napi,1623,1180,786,1.501272,1375.423729,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-07T11:46:35+0200,–,–,–,"10 fős hajós élmény",  
2023-06-17,2026-07-17,"07.124 byealex",active,32,actions:link\_click,32.53125,15000,Élettartam,1041,2137,1391,1.536305,487.131493,,2026-07-24,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T12:59:16+0200,–,–,–,"07.24 byealex",  
2023-06-17,2026-07-17,royal\_k10\_3\_1080x1080,active,,,,2000,Napi,457,546,515,1.060194,836.996337,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:45:02+0200,–,–,–,"Penthouse csomag - 159.900 Ft",  
2023-06-17,2026-07-17,royal\_k10\_6\_1080x1080,active,,,,2000,Napi,43,56,53,1.056604,767.857143,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:45:02+0200,–,–,–,"Penthouse csomag - 159.900 Ft",  
2023-06-17,2026-07-17,royal\_k10\_8\_1080x1080,active,,,,2000,Napi,2,6,6,1,333.333333,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:45:02+0200,–,–,–,"Penthouse csomag - 159.900 Ft",  
2023-06-17,2026-07-17,royal\_k10\_9\_1080x1080,active,,,,2000,Napi,21,26,24,1.083333,807.692308,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:45:02+0200,–,–,–,"Penthouse csomag - 159.900 Ft",  
2023-06-17,2026-07-17,royal\_k10\_10\_1080x1080,active,,,,2000,Napi,57,18,18,1,3166.666667,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:45:02+0200,–,–,–,"Penthouse csomag - 159.900 Ft",  
2023-06-17,2026-07-17,alwayson\_2021\_boostolt,inactive,2800,actions:link\_click,10.84714286,500,Napi,30372,90109,48140,1.871811,337.058451,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-03-19T01:52:21+0100,–,–,–,"2025\_AlwaysON - boost\_kep",  
2023-06-17,2026-07-17,2025\_alwayson\_kép,not\_delivering,2409,actions:link\_click,32.09879618,500,Napi,77326,182663,105955,1.723968,423.326016,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-03-19T01:52:21+0100,–,–,–,"2025\_AlwaysON - boost\_kep",  
2023-06-17,2026-07-17,2025\_alwayson\_kép\_v2,not\_delivering,22936,actions:link\_click,25.47693582,500,Napi,584339,1591054,589168,2.70051,367.265347,2,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-03-19T01:52:21+0100,–,–,–,"2025\_AlwaysON - boost\_kep",0.068282  
2023-06-17,2026-07-17,video\_hajoberles,active,7214,actions:landing\_page\_view,27.24161353,700,Napi,196521,375339,208113,1.803535,523.582681,15,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-06-12T22:48:14+0200,Átlagos,"Átlag feletti","Átlag feletti","Interest - Budapestig",1.033717  
2023-06-17,2026-07-17,2025\_12\_lastminute,not\_delivering,670,actions:post\_engagement,19.4,13000,Élettartam,12998,24199,22728,1.064722,537.129633,,2025-12-18,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-12-17T15:21:57+0100,–,–,–,"2025\_12 lastminute",  
2023-06-17,2026-07-17,"2026 - romantika",not\_delivering,5,actions:offsite\_conversion.fb\_pixel\_purchase,14924,75000,Élettartam,74620,62151,33037,1.881254,1200.624286,5,2026-02-15,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-02-13T13:35:26+0100,–,–,–,"2026\_02 - romantika - valentin (40e)",4.029751  
2023-06-17,2026-07-17,"2026\_02 csakma",not\_delivering,1,actions:offsite\_conversion.fb\_pixel\_purchase,21061,25000,Napi,21061,16501,11757,1.403504,1276.346888,1,2026-02-10,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,"2026\_02 - penthouse - valentin - csakma",4.268553  
2023-06-17,2026-07-17,"2026\_01 - 59.900",not\_delivering,2,actions:offsite\_conversion.fb\_pixel\_purchase,25287,17000,Napi,50574,46352,25368,1.827184,1091.085606,2,2026-03-08,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-03-06T08:07:07+0100,–,–,–,"szerelmesek (nőnapi)",2.961996  
2023-06-17,2026-07-17,2026\_0nőnapi,not\_delivering,3,actions:offsite\_conversion.fb\_pixel\_purchase,16992.66666667,17000,Napi,50978,45919,26528,1.730964,1110.17226,3,2026-03-08,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-03-06T08:11:14+0100,–,–,–,"Deluxe lakosztály (nőnapi)",6.675429  
2023-06-17,2026-07-17,"2026\_03 romantika es feltoltodes last minute 45e",not\_delivering,,,,4000,Napi,19834,20552,12572,1.634744,965.064227,,2026-03-23,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-03-19T01:54:17+0100,–,–,–,"Romantika és feltöltődés (45e) - last minute",  
2023-06-17,2026-07-17,"2026\_04 - 19ig - Romantika és feltöltődés (55e)",not\_delivering,5,actions:offsite\_conversion.fb\_pixel\_purchase,10296.6,70000,Élettartam,51483,60823,34534,1.76125,846.439669,5,2026-04-19,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-04-17T15:02:39+0200,–,–,–,"2026\_04 - 19ig - Romantika és feltöltődés (55e)",6.703184  
2023-06-17,2026-07-17,"2026\_05\_20 - Deluxe lakosztály (89e",not\_delivering,,,,40000,Élettartam,10491,9878,8831,1.11856,1062.057097,,2026-05-20,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-05-20T15:19:02+0200,–,–,–,"2026\_05\_20 csak ma deluxe",  
2023-06-17,2026-07-17,"2026\_05\_20 - Deluxe lakosztályv2",not\_delivering,,,,40000,Élettartam,29472,31702,29993,1.05698,929.657435,,2026-05-20,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-05-20T15:19:02+0200,–,–,–,"2026\_05\_20 csak ma deluxe",  
2023-06-17,2026-07-17,video\_lanyok,active,3333,actions:landing\_page\_view,17.75247525,700,Napi,59169,104925,60931,1.72203,563.917084,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-06-12T22:48:14+0200,"Átlag alatti – a hirdetések alsó 35%-a","Átlag feletti","Átlag feletti","Interest - Budapestig",  
2023-06-17,2026-07-17,"royal1 copy 7",not\_delivering,,,,1500,Napi,1067,1094,781,1.400768,975.319927,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-07T10:09:39+0200,–,–,–,"10 fős hajós élmény",  
2023-06-17,2026-07-17,"royal1 copy 6",not\_delivering,,,,1500,Napi,14805,13502,6087,2.21817,1096.504222,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-07T10:09:39+0200,Átlagos,–,–,"10 fős hajós élmény",  
2023-06-17,2026-07-17,"07.18 halottpénz",active,145,actions:link\_click,35.85517241,10000,Élettartam,5199,9163,5494,1.667819,567.390593,,2026-07-18,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T20:34:04+0200,–,–,–,"07.18 halottpénz",  
2023-06-17,2026-07-17,royal\_k10\_9\_1080x1080,not\_delivering,,,,3000,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:37:33+0200,–,–,–,"allin kreatívok",  
2023-06-17,2026-07-17,royal\_k10\_6\_1080x1080,not\_delivering,,,,3000,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:37:33+0200,–,–,–,"allin kreatívok",  
2023-06-17,2026-07-17,royal\_k10\_3\_1080x1080,not\_delivering,,,,3000,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:37:33+0200,–,–,–,"allin kreatívok",  
2023-06-17,2026-07-17,royal\_k10\_8\_1080x1080,not\_delivering,,,,3000,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:37:33+0200,–,–,–,"allin kreatívok",  
2023-06-17,2026-07-17,royal\_k10\_10\_1080x1080,not\_delivering,,,,3000,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:37:33+0200,–,–,–,"allin kreatívok",  
2023-06-17,2026-07-17,royal\_k1\_6\_1080x1080,active,,,,3000,Napi,678,886,819,1.081807,765.23702,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:47:48+0200,–,–,–,"Szerelmesek csomagja v2 (69.900)",  
2023-06-17,2026-07-17,royal\_k1\_1\_1080x1080,active,,,,3000,Napi,4,6,6,1,666.666667,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:47:48+0200,–,–,–,"Szerelmesek csomagja v2 (69.900)",  
2023-06-17,2026-07-17,royal\_k1\_5\_1080x1080,active,,,,3000,Napi,492,836,780,1.071795,588.516746,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T15:47:48+0200,–,–,–,"Szerelmesek csomagja v2 (69.900)",  
2023-06-17,2026-07-17,2024\_10\_video\_3,inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"2024\_05\_50ks\_ackio - Copy",inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,09\_oszikedvezmenyes,inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"11\_BF\_galeria – másolat",inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,2024\_12\_szerelmesek(60e),inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,2024\_10\_video\_1,inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,nyugodt\_pihenes,inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,2024\_02\_valentin\_utolsó,inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,2024\_10\_video\_2,inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"11\_BF\_30e – másolat",inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"2024\_12\_penthouse(140e) - karácsonyi",inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"2023\_karacsony\_35e – másolat",inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,2024\_10\_video\_4,inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"2024\_06\_szerelmesek\_55e - Copy",inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"2024\_12\_feltöltődés(45e) - karácsonyi",inactive,433,actions:offsite\_conversion.fb\_pixel\_add\_to\_cart,119.93764434,500,Napi,51933,189301,87950,2.152371,274.340865,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"2024\_06\_egeszseg\_55e - Copy",inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"2023\_karacsony\_galeria – másolat",inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"2024\_06\_galeria - Copy",inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"2024\_12\_feltöltődés(45e) - karácsonyi\_V2",inactive,6,actions:offsite\_conversion.fb\_pixel\_add\_to\_cart,216,500,Napi,1296,3575,2720,1.314338,362.517483,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,2025\_03\_boostollt,not\_delivering,383,actions:offsite\_conversion.fb\_pixel\_add\_to\_cart,65.96866841,500,Napi,25266,90517,46156,1.96111,279.129887,1,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",1.802778  
2023-06-17,2026-07-17,"New Engagement Ad",not\_delivering,214,actions:post\_engagement,17.12149533,"Kampányszintű költségkeret használata",0,3664,7683,7062,1.087935,476.897045,,2026-02-09,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,"New Engagement Ad Set",  
2023-06-17,2026-07-17,"2026\_02 - valentin - deluxe",not\_delivering,5,actions:offsite\_conversion.fb\_pixel\_purchase,13454.4,16000,Napi,67272,88289,59928,1.473251,761.952225,5,2026-02-15,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,"2026\_02 - valentin - deluxe",7.87995  
2023-06-17,2026-07-17,royal2,active,,,,1500,Napi,27059,34014,12312,2.762671,795.525372,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-06-30T01:12:59+0200,Átlagos,–,–,"Balatoni nyaralás",  
2023-06-17,2026-07-17,royal1,active,,,,1500,Napi,1453,1616,1068,1.513109,899.133663,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-06-30T01:12:59+0200,Átlagos,–,–,"Balatoni nyaralás",  
2023-06-17,2026-07-17,royal3,active,,,,1500,Napi,2831,3180,1768,1.798643,890.251572,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-06-30T01:12:59+0200,Átlagos,–,–,"Balatoni nyaralás",  
2023-06-17,2026-07-17,"11\_BF\_30e\_v2 – másolat",inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"11\_BF\_galeria\_v2 – másolat",inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,2024\_07\_szerelmesek\_55e,inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,"2024\_12\_szerelmesek(60e) - karácsonyi",inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,2024\_02\_valentin,inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,2024\_12\_penthouse(140e),inactive,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2025-01-14T13:29:31+0100,–,–,–,"Feltöltődés (45e) - Copy 2",  
2023-06-17,2026-07-17,video\_hajoberles,not\_delivering,4629,actions:landing\_page\_view,23.13372219,800,Napi,107086,118512,43060,2.752253,903.587822,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-07-10T13:58:24+0200,–,–,–,Interest,  
2023-06-17,2026-07-17,"2025\_12 lastminute 39e",inactive,248,actions:link\_click,13.38306452,1800,Napi,3319,7486,6618,1.131157,443.36094,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2025-12-17T15:33:52+0100,–,–,–,"Lastminute - (39e)",  
2023-06-17,2026-07-17,"2026\_01 - 99e - kép",not\_delivering,55,actions:offsite\_conversion.fb\_pixel\_purchase,13136.83636364,12000,Napi,722526,748957,222242,3.370007,964.709589,55,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-03-10T17:36:53+0100,–,–,–,"Deluxe lakosztály (99e)",7.911941  
2023-06-17,2026-07-17,"2026\_02 penthouse",not\_delivering,1,actions:offsite\_conversion.fb\_pixel\_purchase,57241,14000,Napi,57241,48026,32065,1.49777,1191.875234,1,2026-02-15,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-02-13T13:35:26+0100,–,–,–,"2026\_02 penthouse",1.056935  
2023-06-17,2026-07-17,"2026\_02 valentin - 59.900",not\_delivering,1524,actions:link\_click,25.15879265,3000,Napi,38342,65879,44986,1.464433,582.006406,,2026-02-15,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-02-10T16:53:56+0100,–,–,–,"2026\_02 - szerelmesek - 60e - Copy",  
2023-06-17,2026-07-17,"2026\_04 - 19ig - Deluxe lakosztály (99e) -",not\_delivering,3,actions:offsite\_conversion.fb\_pixel\_purchase,15441,60000,Élettartam,46323,38526,21007,1.83396,1202.382806,3,2026-04-19,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-04-14T22:25:29+0200,–,–,–,"2026\_04 - 19ig - Deluxe lakosztály (99e) -",6.482741  
2023-06-17,2026-07-17,"2026\_04 szerelmesek 80e ajandek hajo",not\_delivering,1498,actions:link\_click,15.37983979,1000,Napi,23039,74579,45520,1.638379,308.920742,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,0,–,–,–,"2026\_04 - szerelmesek + hajozas 80e",  
2023-06-17,2026-07-17,"2026\_04\_14 szerelmesek 80e ajándék hajó",not\_delivering,1,actions:offsite\_conversion.fb\_pixel\_purchase,29937,5000,Napi,29937,38202,28487,1.341033,783.650071,1,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-05-13T17:01:00+0200,–,–,–,"2026\_04 Szerelmesek csomagja v3 - lookalike",2.68898  
2023-06-17,2026-07-17,"2026\_04\_20 CSAK MA szerelmesek 70e",not\_delivering,1,actions:offsite\_conversion.fb\_pixel\_purchase,19581,20000,Élettartam,19581,36980,33453,1.105432,529.502434,1,2026-05-20,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-05-20T12:33:57+0200,–,–,–,"2026\_05\_20 Szerelmesek csomagja 70e CSAK MA",3.569787  
2023-06-17,2026-07-17,"2026\_05\_20 - Deluxe lakosztályv2",not\_delivering,,,,80000,Élettartam,79520,64574,38530,1.675941,1231.455385,,2026-05-24,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-05-23T02:48:56+0200,–,–,–,"2026\_05\_20 csak ma deluxe - Copy",  
2023-06-17,2026-07-17,video\_hajoberles,active,6113,actions:landing\_page\_view,21.40078521,700,Napi,130823,267139,139781,1.911125,489.718836,7,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-06-12T22:48:09+0200,Átlagos,"Átlag feletti","Átlag feletti","Interest - SIOFOK 15KM",1.599872  
2023-06-17,2026-07-17,"video - hajoberles - lanyok",active,,,,1500,Napi,15255,19106,12116,1.576923,798.440281,,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2026-07-07T11:59:20+0200,Átlagos,"Átlag feletti","Átlag alatti – a hirdetések alsó 35%-a","video - lanyok",  
2023-06-17,2026-07-17,"video - hajoberles - bereljetek 6-8",active,4,actions:offsite\_conversion.fb\_pixel\_purchase,3773.75,1500,Napi,15095,28085,18128,1.549261,537.475521,4,folyamatban,"7 napos kattintásos, 1 napos megtekintéses vagy 1 napos aktivitásos–megtekintéses",0,ABSOLUTE\_OCPM,2026-07-07T12:00:02+0200,Átlagos,"Átlag feletti",Átlagos,"video - bereljetek 6-8",18.337198  
2023-06-17,2026-07-17,royal\_k2\_1\_1080x1080,active,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T16:04:39+0200,–,–,–,"Vacsora csomag 19.900",  
2023-06-17,2026-07-17,royal\_k2\_7\_1080x1080,active,,,,500,Napi,0,0,0,0,0,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T16:04:39+0200,–,–,–,"Vacsora csomag 19.900",  
2023-06-17,2026-07-17,royal\_k3\_3\_1080x1080,active,,,,1500,Napi,44,66,61,1.081967,666.666667,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T16:09:21+0200,–,–,–,"Business Escape 199.900 Ft",  
2023-06-17,2026-07-17,royal\_k3\_2\_1080x1080,active,,,,1500,Napi,64,17,16,1.0625,3764.705882,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T16:09:21+0200,–,–,–,"Business Escape 199.900 Ft",  
2023-06-17,2026-07-17,royal\_k3\_1\_1080x1080,active,,,,1500,Napi,111,60,56,1.071429,1850,,folyamatban,"7 napos kattintásos vagy 1 napos megtekintéses",0,ABSOLUTE\_OCPM,2026-07-17T16:09:21+0200,–,–,–,"Business Escape 199.900 Ft",  
